nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment
NCT01681550,"Effect of Incretin-based Therapy Combined With Insulin on HbA1c, Hypoglycemia and Chronic Diabetic Complications in Type 2 Diabetic Patients",UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Incretin-based therapy', 'armGroupLabels': ['Incretin theapy combined with insulin']}]",['NA'],1,2012-10,2018-10,500.0
NCT00754130,"A Multiple Dose Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of MK-0941 in Japanese Patients With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Placebo', 'description': 'Placebo tablets before every meal (q.a.c) Treatment period is 5 days.', 'armGroupLabels': ['MK-0941 10mg/Placebo', 'MK-0941 5mg/Placebo', 'Placebo/MK-0941 20mg', 'Placebo/MK-0941 40mg']}, {'type': 'DRUG', 'name': 'MK-0941', 'description': 'MK-0941 5 mg tablets q.a.c.; 10 mg tablets q.a.c.; 20 mg tablets q.a.c.; or 40 mg tablets q.a.c. Treatment period is 5 days.', 'armGroupLabels': ['MK-0941 10mg/MK-0941 40mg', 'MK-0941 10mg/Placebo', 'MK-0941 5mg/MK-0941 20mg', 'MK-0941 5mg/Placebo', 'Placebo/MK-0941 20mg', 'Placebo/MK-0941 40mg']}]",['PHASE1'],0,2008-09,2008-10,16.0
NCT04075799,A HIIT to Improve Metabolic Health in Obese Adults With Insulin Resistance,TERMINATED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'high-intensity interval training', 'description': 'The HIIT protocol consists of 8 weeks using stair climbing three times per week. The warm-up will consist of 2 minutes of ascending and descending the stairs at a comfortable pace. The high-intensity intermittent exercise will comprise 6-12 x 30-seconds bouts of ascending at an all-effort. A 30- seconds walking recovery will occur between the exercise bouts. Post-exercise the subject will walk during a 2-minute cool down. Every session will last between 10 to 15 minutes. The number of bouts (6-12) will be increased progressively over the weeks. The first (week 1) and final week (week 8) of the exercise program will be monitored by a trained exercise physiologist. During supervised visits, heart rate and rating of perceived exertion (OMNI scale) will be measured at the end of each bout and after active recovery. Subjects will have the option to request further monitoring if desired.', 'armGroupLabels': ['training']}]",['NA'],1,2022-01-01,2023-05-12,18.0
NCT05112146,Effects of Whey Protein Pre-meals on Post-prandial Glucose,COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Whey protein isolate', 'description': 'Oral administration', 'armGroupLabels': ['Whey protein isolate 10', 'Whey protein isolate 30']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Whey protein microgel', 'description': 'Oral administration', 'armGroupLabels': ['Whey protein microgel 10', 'Whey protein microgel 30']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Water', 'description': 'Oral administration', 'armGroupLabels': ['Control 10', 'Control 30']}]",['NA'],1,2018-08-20,2018-08-29,16.0
NCT04581421,The Role of Dietary Carbohydrate and Fat Availability in the Regulation of Hepatic Lipid Content,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'High Carb Low Fat Diet', 'description': 'The participants will be randomized to a diet of low carb/ high fat og high carb/low fat', 'armGroupLabels': ['High Carb first', 'Low Carb first']}, {'type': 'OTHER', 'name': 'Low Carb High Fat Diet', 'description': 'The participants will be randomized to a diet of low carb/ high fat og high carb/low fat', 'armGroupLabels': ['High Carb first', 'Low Carb first']}]",['NA'],1,2020-12-03,2022-06-15,12.0
NCT01114438,Post Marketing Study in Subjects Who Have Type 2 Diabetes Using the EndoBarrier™ Gastrointestinal Liner,COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'EndoBarrier Gastrointestinal Liner', 'description': 'EndoBarrier Gastrointestinal Liner is intended to remain in vitro for 12 months.', 'armGroupLabels': ['Device']}]",['NA'],3,2010-10,2013-07,45.0
NCT00698789,"A Double-blind, Placebo Controlled, Randomized Study to Evaluate the Safety and Tolerability of INCB019602 Plus Metformin Compared to Metformin Alone in Type 2 Diabetic Subjects",TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'INCB019602', 'description': '5 mg of INCB019602 in AM with placebo administration in PM', 'armGroupLabels': ['Treatment A']}, {'type': 'DRUG', 'name': 'INCB019602', 'description': '20 mg in AM with placebo administration in PM', 'armGroupLabels': ['Treatment B']}, {'type': 'DRUG', 'name': 'INCB019602', 'description': '5 mg in PM with placebo administration in AM', 'armGroupLabels': ['Treatment C']}, {'type': 'DRUG', 'name': 'INCB019602', 'description': '20 mg in PM with placebo administration in AM', 'armGroupLabels': ['Treatment D']}, {'type': 'DRUG', 'name': 'INCB019602', 'description': '7.5 mg in PM QoD with placebo administration in AM as well as PM on non-active dose days', 'armGroupLabels': ['Treatment E']}, {'type': 'DRUG', 'name': 'Placebo', 'description': 'Placebo administration in AM or PM depending on treatment arm dosing regimen.', 'armGroupLabels': ['Treatment A', 'Treatment B', 'Treatment C', 'Treatment D', 'Treatment E', 'Treatment F']}, {'type': 'DRUG', 'name': 'Metformin', 'description': 'Stable dose metformin monotherapy', 'armGroupLabels': ['Treatment A', 'Treatment B', 'Treatment C', 'Treatment D', 'Treatment E', 'Treatment F']}]",['PHASE2'],22,2008-05,2009-06,48.0
NCT01852214,A Pharmacodynamic Comparison of Prasugrel vs. Ticagrelor in Patients With Type 2 Diabetes Mellitus and Coronary Artery Disease,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Prasugrel', 'description': 'Patients receiving prasugrel will be treated with 60mg loading dose and 10mg maintenance dose', 'armGroupLabels': ['Prasugrel first, then ticagrelor', 'Ticagrelor first, then prasugrel'], 'otherNames': ['Effient']}, {'type': 'DRUG', 'name': 'Ticagrelor', 'description': 'Patients receiving ticagrelor will be treated with a 180mg loading dose and 90mg bid maintenance dose', 'armGroupLabels': ['Prasugrel first, then ticagrelor', 'Ticagrelor first, then prasugrel'], 'otherNames': ['Brillinta']}]",['NA'],1,2013-02,2015-08,50.0
NCT01470300,Reducing Energy Density by Different Methods to Decrease Energy Intake,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Energy density feeding study', 'description': 'In a crossover design, adults are served breakfast, lunch, and dinner, 1 day a week for 4 weeks. Meal entrees will vary in energy density (100% and 80%) and the method used to reduce the energy density (added fruit \\& vegetables, decreased fat, added plain water).', 'armGroupLabels': ['Reduced ED - F/V', 'Reduced ED - Fat', 'Reduced ED - Plain water', 'Standard ED']}]",['NA'],1,2010-09,2011-05,62.0
NCT07370987,Prevention of Postoperative Pancreatic Fistula Following Pancreaticoduodenectomy by Preoperative Radiotherapy: a Phase 2 Trial,RECRUITING,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Stereotactic radiotherapy / pancreaticoduodenectomy', 'description': 'A dose of 20 Gy delivered in 2 fractions of 10 Gy, 1 day apart, of preoperative stereotactic radiotherapy Surgery : pancreaticoduodenectomy', 'armGroupLabels': ['Intervention group']}]",['PHASE2'],1,2026-02,2027-11,50.0
NCT03729479,"The MHERO Study (Michigan's Hypertension, Diabetes, and Obesity Education Research Online)",COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'DASH diet', 'description': 'Participants will be taught to follow a DASH diet (low-sodium and low-fat meal plan, which includes whole grains, fat-free or low-fat dairy products, vegetables, fruits, poultry, fish, and nuts, with processed, high-sodium, regular-fat, and sugar-added foods restricted).', 'armGroupLabels': ['Experimental: DASH diet', 'Experimental: DASH diet and extra support']}, {'type': 'BEHAVIORAL', 'name': 'Very low carbohydrate, ketogenic diet', 'description': 'Participants will be taught to follow a very low-carbohydrate diet (non-starchy vegetables, nuts, seeds, meat, fish, and natural fats such as avocado, olive oil, and butter, with starchy and sugary foods restricted).', 'armGroupLabels': ['Experimental: very low carb, ketogenic diet and extra support', 'Experimental: very low carbohydrate, ketogenic diet']}, {'type': 'BEHAVIORAL', 'name': 'Extras', 'description': 'Participants will be given training in positive affect, mindfulness, health information seeking and sharing, and cooking practices and behavior.', 'armGroupLabels': ['Experimental: DASH diet and extra support', 'Experimental: very low carb, ketogenic diet and extra support']}]","['PHASE1', 'PHASE2']",1,2018-11-01,2020-08-09,94.0
NCT00678886,Durable-Response Therapy Evaluation For Early or New-Onset Type 1 Diabetes - DEFEND,COMPLETED,INTERVENTIONAL,"[{'type': 'BIOLOGICAL', 'name': 'otelixizumab infusion plus physician determined standard of care', 'description': 'infusion', 'armGroupLabels': ['otelixizumab'], 'otherNames': ['monoclonal antibody', 'ChAglyCD3', 'anti-CD3', 'TRX4']}, {'type': 'BIOLOGICAL', 'name': 'placebo infusion plus physician determined standard of care', 'description': 'infusion', 'armGroupLabels': ['placebo']}]",['PHASE3'],109,2008-07-29,2012-01-31,272.0
NCT00344240,"Aerobic Performance,Mobility Limitations and Exercise in Older Adults With Diabetes",COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Functional circuit training with lifestyle behavior'}]",['NA'],1,2005-08,2008-09,240.0
NCT04347252,Incretin Action in Physiology and Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Glucagon', 'description': 'Intravenous infusion of glucagon at fasting or elevated glycemia. Blockade of the GLP-1 receptor during hyperglycemia with and without glucagon.', 'armGroupLabels': ['Glucagon at basal glycemia', 'Glucagon at hyperglycemia', 'Glucagon at hyperglycemia with GLP-1R blockade'], 'otherNames': ['exendin-(9-39); hyperglycemia']}]",['PHASE1'],1,2019-09-24,2021-04-16,19.0
NCT01922817,A Dipeptidyl Peptidase 4 (DPP-4) Inhibitor in Type 1 Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Saxagliptin', 'description': '5mg saxagliptin', 'armGroupLabels': ['Placebo', 'Saxagliptin']}]",['PHASE3'],1,2012-09,2014-04,28.0
NCT02745808,Injectable Collagen Scaffold™ Combined With Human Umbilical Cord-derived Mesenchymal Stem Cells (HUC-MSCs) for the Improvement of Erectile Function in Men With Diabetes,UNKNOWN,INTERVENTIONAL,"[{'type': 'BIOLOGICAL', 'name': 'HUC-MSCs', 'description': 'The subjects will receive intracavernous injection of HUCMSC.', 'armGroupLabels': ['HUC-MSCs']}, {'type': 'BIOLOGICAL', 'name': 'Injectable Collagen Scaffold + HUC-MSCs', 'description': 'The subjects will receive intracavernous injection of the mixture of injectable collagen scaffold and HUC-MSCs.', 'armGroupLabels': ['Injectable Collagen Scaffold + HUC-MSCs']}]",['PHASE1'],1,2015-09,2020-12,30.0
NCT02504268,"A Phase 3B, Randomized, Double-Blind Clinical Trial to Evaluate the Efficacy and Safety of Abatacept SC in Combination With Methotrexate Compared to Methotrexate Monotherapy in Achieving Clinical Remission in Adults With Early Rheumatoid Arthritis Who Are Methotrexate Naive",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Abatacept', 'armGroupLabels': ['Combination Therapy: Abatacept + Methotrexate']}, {'type': 'DRUG', 'name': 'Methotrexate', 'armGroupLabels': ['Combination Therapy: Abatacept + Methotrexate', 'Methotrexate treatment']}, {'type': 'OTHER', 'name': 'Abatacept Placebo', 'armGroupLabels': ['Abatacept Placebo']}, {'type': 'OTHER', 'name': 'Methotrexate Placebo', 'armGroupLabels': ['Methotrexate Placebo']}]",['PHASE3'],201,2015-09-03,2020-03-19,994.0
NCT01052181,A Double Blind Randomized Control Trial to Study the Effect of Long Term Vitamin D Supplementation on Peripheral Insulin Sensitivity in Apparently Healthy Middle Aged Centrally Obese Adults,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Cholecalciferol', 'description': 'Oral Cholecalciferol sachets 120,000 IU monthly for 1 year', 'armGroupLabels': ['Vitamin D supplementation'], 'otherNames': ['Calcirol']}, {'type': 'DRUG', 'name': 'placebo', 'description': '2 sachets monthly for an year', 'armGroupLabels': ['placebo']}]",['PHASE4'],1,2010-01,2012-06,300.0
NCT02536950,An Outpatient Study of Automated Blood Glucose Control With an Insulin-Only Bionic Pancreas,COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'Fixed set point', 'description': 'Fixed set point arm: A fixed setpoint will be used initially. Staff will observe glucose control over 2 days while subjects remain in a hotel environment, and then over 5 more days in the same subjects in an outpatient setting. The clinical staff will adjust this target up or down by 15 mg/dl based on their glycemic control in the hotel setting.', 'armGroupLabels': ['Fixed set point']}, {'type': 'DEVICE', 'name': 'Variable set point', 'description': 'Variable set point arm: The setpoint will be variable over a 30 mg/dl range and glycemic control will be optimized based on the preceding 24-hour window.', 'armGroupLabels': ['Variable Set Point']}]",['NA'],1,2015-08,2016-07,16.0
NCT01285518,"A Phase 1, Placebo-controlled, Randomized Study To Assess The Safety, Tolerability, Pharmacokinetics, And Pharmacodynamics Following Single, Escalating Intravenous Doses Of Pf-05231023 In Adult Subjects With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'PF-05231023', 'description': '0.5 mg QD IV x 1 day', 'armGroupLabels': ['Treatment']}, {'type': 'DRUG', 'name': 'PF-05231023', 'description': '1.5 mg QD IV x 1 day', 'armGroupLabels': ['Treatment']}, {'type': 'DRUG', 'name': 'PF-05231023', 'description': '5 mg QD IV x 1 day', 'armGroupLabels': ['Treatment']}, {'type': 'DRUG', 'name': 'PF-05231023', 'description': '15 mg QD IV x 1 day', 'armGroupLabels': ['Treatment']}, {'type': 'DRUG', 'name': 'PF-05231023', 'description': '50 mg QD IV x 1 day', 'armGroupLabels': ['Treatment']}, {'type': 'DRUG', 'name': 'PF-05231023', 'description': '100 mg QD IV x 1 day', 'armGroupLabels': ['Treatment']}, {'type': 'DRUG', 'name': 'PF-05231023', 'description': '200 mg QD IV x 1 day', 'armGroupLabels': ['Treatment']}, {'type': 'OTHER', 'name': 'Placebo', 'description': '0.9% w/v sodium chloride injection, USP QD IVx 1 day', 'armGroupLabels': ['Placebo']}]",['PHASE1'],5,2011-02,2011-07,84.0
NCT04527965,Liver Fat as a Dietary Target for Treating Cardiometabolic Disorders in Prediabetes and Type 2 Diabetes: a Randomized Study (NAFLDiet),COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Customized diet to reduce liver fat', 'description': 'Ad libitum diet high in plant-derived PUFA and lower in carbohydrates\n\nCarbohydrates: 30 E% Fat: 50 E% (PUFA 10-15 E%) Protein: 20 E%\n\nKey foods are provided', 'armGroupLabels': ['Customized diet to reduce liver fat']}, {'type': 'OTHER', 'name': 'Healthy Nordic diet', 'description': 'Ad libitum diet, based on Nordic foods, high in carbohydrates (high fiber/low GI) and lower in fat\n\nCarbohydrates: 50-55 E% Fat: 25-30 E% (PUFA 5-7.5 E%) Protein: 20 E%\n\nKey foods are provided', 'armGroupLabels': ['Healthy Nordic diet']}, {'type': 'OTHER', 'name': 'Control', 'description': 'Ad libitum diet in accordance with the Nordic Nutrition Recommendations\n\nKey foods are provided', 'armGroupLabels': ['Control']}]",['NA'],1,2020-08-11,2022-12-20,150.0
NCT02089477,The Smart-phone as a Physical Fitness Monitor on a Population Level - Validity and Sensitivity and Improtance of Individual Motivation for Doing Interval Walking With the InterWalk Application,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Support group', 'description': 'The participants in the intervention group receives the intervention and support consisting of:\n\n1. Individual Goal Setting: 2-3 functional goals related to everyday life evaluated every 4th week.\n2. SMS send every Sunday with 5 possible responses. depending on the answer of the participant it will cause a telephone call from a project about motivation and barriers for interval walking.', 'armGroupLabels': ['Support']}]",['NA'],1,2014-03,2014-12,37.0
NCT04505618,Optical Coherence Tomography Angiography in Subjects With Retinal Vascular Disease,RECRUITING,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'Swept-Source (SS) OCT Angiography', 'description': 'Non-invasive, minimal risk, ocular imaging study', 'armGroupLabels': ['Controls', 'Diabetics w/ or w/o Diabetic Retinopathy & Hypertension', 'Diabetics with and without Diabetic Retinopathy Only', 'Hypertension Only'], 'otherNames': ['SS-OCTA']}, {'type': 'DEVICE', 'name': 'Spectral-Domain (SD) OCT Angiography', 'description': 'Non-invasive, minimal risk, ocular imaging study', 'armGroupLabels': ['Controls', 'Diabetics w/ or w/o Diabetic Retinopathy & Hypertension', 'Diabetics with and without Diabetic Retinopathy Only', 'Hypertension Only'], 'otherNames': ['SD_OCTA']}, {'type': 'DEVICE', 'name': 'Fundus Imaging', 'description': 'Non-invasive, minimal risk, ocular imaging study', 'armGroupLabels': ['Controls', 'Diabetics w/ or w/o Diabetic Retinopathy & Hypertension', 'Diabetics with and without Diabetic Retinopathy Only', 'Hypertension Only']}, {'type': 'DEVICE', 'name': 'Axial Length Measurement Device', 'description': 'Non-invasive, minimal risk, ocular imaging study', 'armGroupLabels': ['Controls', 'Diabetics w/ or w/o Diabetic Retinopathy & Hypertension', 'Diabetics with and without Diabetic Retinopathy Only', 'Hypertension Only'], 'otherNames': ['Intraocular Lens (IOL) Master']}]",['NA'],1,2019-10-01,2026-09-01,1050.0
NCT01045954,A Study of the Rules for Insulin Dosing in Patients Using Multiple Daily Injections,UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Lispro Insulin and glargine insulin', 'description': 'Continuous glucose sensor will be inserted. Subject will be on an isocaloric diet and CGM downloaded daily. Insulin basal and bolus will be adjusted based upon treatment goals until goals reached'}]",['NA'],1,2010-01,2010-10,50.0
NCT04853537,Impact of Intermittent Fasting on the Incidence of Gestational Diabetes Mellitus(DM) in Obese Pregnant Women in 3rd Trimester,UNKNOWN,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'intermittent fasting diet', 'description': 'intermittent fasting diet to obese pregnant women \\>30 BMI and incidence of gestational diabetes', 'armGroupLabels': ['study group']}]",['NA'],0,2021-08,2021-12,252.0
NCT04184622,"Efficacy and Safety of Tirzepatide Once Weekly in Participants Without Type 2 Diabetes Who Have Obesity or Are Overweight With Weight- Related Comorbidities: A Randomized, Double-Blind, Placebo-Controlled Trial (SURMOUNT-1)",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Tirzepatide', 'description': 'Administered SC', 'armGroupLabels': ['10 mg Tirzepatide', '15 mg Tirzepatide', '5 mg Tirzepatide'], 'otherNames': ['LY3298176']}, {'type': 'DRUG', 'name': 'Placebo', 'description': 'Administered SC', 'armGroupLabels': ['Placebo']}]",['PHASE3'],118,2019-12-04,2024-07-06,2539.0
NCT03612336,"Substudy of Efficacy, Safety and Toxicology of Electronic Nicotine Delivery Systems as an Aid for Smoking Cessation (ESTxENDS Trial)- the Metabolic Substudy of ESTxENDS",COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'ENDS (vaporizer/e-cig) and smoking cessation counseling', 'description': 'Participants in the intervention group will receive an ENDS and nicotine-containing e-liquids, which they will be allowed to use ad libitum. Additionally, they will receive smoking cessation counseling. Participants will be allowed to additionally use nicotine replacement therapy. All participants will be followed over a 24-month period. Smoking cessation counseling will be provided in person at the first clinical visit and then over the phone at the target quit date one week later and again at week 2, 4 and 8 after the target quit date. After 6, 12 and 24 months, participants will be asked to come to a clinical visit.', 'armGroupLabels': ['Intervention group']}, {'type': 'OTHER', 'name': 'Smoking cessation counseling', 'description': 'Participants in the control group will receive smoking cessation counseling only. Participants will be allowed to additionally use nicotine replacement therapy. All participants will be followed over a 24-month period. Smoking cessation counseling will be provided in person at the first clinical visit and then over the phone at the target quit date one week later and again at week 2, 4 and 8 after the target quit date. After 6, 12 and 24 months, participants will be asked to come to a clinical visit.', 'armGroupLabels': ['Control group']}]",['NA'],5,2018-07-16,2023-08-31,1246.0
NCT03202875,"A Randomized, Double-Blind, Controlled, Single-Dose, 3-Treatment, 3-Period, 6-Sequence Crossover Study to Compare Exposure and Activity of SAR341402 to NovoRapid® and NovoLog® Using the Euglycemic Clamp Technique, in Subjects With Type 1 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'SAR341402', 'description': 'Pharmaceutical form: solution\n\nRoute of administration: subcutaneous', 'armGroupLabels': ['Test (T)']}, {'type': 'DRUG', 'name': 'Insulin Aspart', 'description': 'Pharmaceutical form: solution\n\nRoute of administration: subcutaneous', 'armGroupLabels': ['Reference 1 (R1)'], 'otherNames': ['NovoRapid®']}, {'type': 'DRUG', 'name': 'Insulin Aspart', 'description': 'Pharmaceutical form: solution\n\nRoute of administration: subcutaneous', 'armGroupLabels': ['Reference 2 (R2)'], 'otherNames': ['NovoLog®']}]",['PHASE1'],1,2012-11-14,2012-12-28,30.0
NCT04100278,Effectiveness of Shared Care Diabetes Management in Patients With Type 2 Diabetes,UNKNOWN,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Shared Care diabetes management', 'description': 'After the inclusion visit, the patients will be randomized to Shared Care group or traditional therapy group. Compared to conventional diabetes education in the traditional therapy group, the Shared Care group provides patients with online services and continuous diabetes management and education through a mobile application. It also addresses that it is important for patients to meet regularly with diabetes multidisciplinary team for better results. The total observation period is 3 years for each patient. The visits will be done every 3 months.', 'armGroupLabels': ['Shared Care group']}]",['NA'],1,2020-01-01,2023-12-31,1500.0
NCT01135446,"Pharmacodynamics, Pharmacokinetics, Safety and Tolerability of Ultra Low Doses of Dapagliflozin in Healthy Subjects",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'dapagliflozin', 'description': 'Oral Solution, Oral, 0.001 mg, once on Day 1 only, 2 days', 'armGroupLabels': ['dapagliflozin (0.001 mg)'], 'otherNames': ['BMS-512148']}, {'type': 'DRUG', 'name': 'dapagliflozin', 'description': 'Oral Solution, Oral, 0.01 mg, once on Day 1 only, 2 days', 'armGroupLabels': ['dapagliflozin (0.01 mg)'], 'otherNames': ['BMS-512148']}, {'type': 'DRUG', 'name': 'dapagliflozin', 'description': 'Oral Solution, Oral, 0.1 mg, once on Day 1 only, 2 days', 'armGroupLabels': ['dapagliflozin (0.1 mg)'], 'otherNames': ['BMS-512148']}, {'type': 'DRUG', 'name': 'dapagliflozin', 'description': 'Tablets, Oral, 0.3 mg, once on Day 1 only, 2 days', 'armGroupLabels': ['dapagliflozin (0.3 mg)'], 'otherNames': ['BMS-512148']}, {'type': 'DRUG', 'name': 'dapagliflozin', 'description': 'Tablets, Oral, 1 mg, once on Day 1 only, 2 days', 'armGroupLabels': ['dapagliflozin (1 mg)'], 'otherNames': ['BMS-512148']}, {'type': 'DRUG', 'name': 'dapagliflozin', 'description': 'Tablets, Oral, 2.5 mg, once on Day 1 only, 2 days', 'armGroupLabels': ['dapagliflozin (2.5 mg)'], 'otherNames': ['BMS-512148']}]",['PHASE1'],1,2010-05,2010-06,35.0
NCT05241262,A Multiple Ascending Phase 1 Dose Study of N-acetylcysteine in the Treatment of Patients With the m.3243A>G Mutation and Low Brain Glutathione Levels,RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'N-Acetylcysteine', 'description': '1800, 3600 or 5400 mg NAC per day (divided into 3 daily doses) depending on dose toxicity plan', 'armGroupLabels': ['Active drug (NAC)'], 'otherNames': ['NAC']}]",['PHASE1'],1,2023-07-06,2026-03,18.0
NCT05859165,Clinical Efficacy and Safety of Diabetes-Specific Formula (Nutren Diabetes) for Nutritional Support in Diabetic Patients With Dysphagia,COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Nutren Diabetes', 'description': 'Product replace phase: 1-5 days, tube feeding, 25kcal/kg/day Formal intervention phase:7 days, tube feeding, 25kcal/kg/day', 'armGroupLabels': ['Nutren Diabetes group']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Fresubin Diabetes', 'description': 'Product replace phase: 1-5 days, tube feeding, 25kcal/kg/day Formal intervention phase:7 days, tube feeding, 25kcal/kg/day', 'armGroupLabels': ['Fresubin Diabetes group']}]",['NA'],1,2023-02-01,2025-09-30,233.0
NCT03684629,Computer Scan Based Analysing System on Improving Stroke Management Quality Evaluation (CASE),UNKNOWN,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'the response of KPI and corresponding suggestion', 'description': 'Standardized templates of medical record, evidence-based clinical pathway, and written care protocols are applied in all hospitals.The KPI of the AIS patients who were admitted to a single hospital continuously at the time of hospitalization were studied. Feedback system of performance measures: the hospital included in the study upload the medical records of all AIS patients by medical records scanning system since that month into the group. Quality control platform of Cerebral apoplexy in Zhejiang province extracts and analyze the data through the computer and calculates the corresponding monthly KPI. The hospitals will receive their own monthly KPI and the monthly highest KPI of all hospitals included in the study. Expert online consultation: based on the compare of the monthly KPI of all hospitals, Quality control platform will give corresponding suggestions to all hospitals for the improve of next month.', 'armGroupLabels': ['the response of KPI and corresponding suggestion']}]",['NA'],1,2018-08-01,2023-12-31,16570.0
NCT02838784,The Efficacy and Safety of Artacent™ for Treatment Resistant Lower Extremity Venous and Diabetic Ulcers: A Prospective Randomized Study,UNKNOWN,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Artacent Human Amniotic Membrane', 'description': 'Double layer dehydrated amnion product', 'armGroupLabels': ['Artacent Human Amniotic Membrane'], 'otherNames': ['Amniotic tissue allograft', 'Amniotic placental membranes']}, {'type': 'PROCEDURE', 'name': 'Standard of Care', 'description': 'Off loading with a cast walker, non-adherent dressings, debridement and moisture retentive dressings', 'armGroupLabels': ['Lower Extremity Ulcer Standard of Care'], 'otherNames': ['Debridement', 'Off-loading', 'non-adherent dressings']}]",['NA'],7,2016-09,2018-12,134.0
NCT01729390,Varying the Energy Density and Portion Size of the Main Course After a First-course Salad,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Energy density and portion size feeding study', 'description': 'In a crossover design, adults are served breakfast and lunch, 1 day a week for 6 weeks. Breakfast is not varied across weeks. At 4 of the lunch meals, a salad first course will be served that needs to be eaten in its entirety. At these 4 meals the lunch entree will vary in energy density (100% and 133%) and portion size (100% and 133%). At the 2 lunch meals for which no first course is served, the lunch entree will be vary in energy density (100% and 133%) but be the same portion size (133%).', 'armGroupLabels': ['Inc ED Control', 'Inc ED and Inc PS', 'Inc ED and Std PS', 'Std ED Control', 'Std ED and Inc PS', 'Std ED and Std PS']}]",['NA'],1,2010-09,2011-11,53.0
NCT01455870,"A Phase 3, Randomized, Active Comparator, Double-Blind, Multi-Center Study to Compare the Efficacy, Safety and Tolerability of ITCA 650 to Sitagliptin as Add-on Therapy to Metformin in Patients With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'ITCA 650 60 mcg/day', 'description': 'exenatide in DUROS', 'armGroupLabels': ['ITCA 650 60 mcg/day']}, {'type': 'DRUG', 'name': 'sitagliptin', 'description': 'oral sitagliptin 100 mg/day', 'armGroupLabels': ['sitagliptin']}]",['PHASE3'],54,2013-05,2015-07,535.0
NCT06721442,"Effect of Dapagliflozin, a Sodium-Glucose Co-Transporter 2 Inhibitor, on Ventricular Repolarization Electrocardiographic Parameters in Type 2 Diabetes Patients: DAPA - ECG Study",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Dapagliflozin (DAPA)', 'description': ""Patients randomized to receive a daily dose of 10 milligrams of dapagliflozin were evaluated to assess the medication's impact on electrocardiographic parameters of repolarization, with focus on its potential to reduce ventricular repolarization prolongation in individuals with type 2 diabetes."", 'armGroupLabels': ['Dapafliflozin'], 'otherNames': ['iSGLT2', 'SGLT2 inhibitor']}]",['PHASE4'],2,2023-01-10,2024-07-10,174.0
